Description Adipose_Subcutaneous Adipose_Visceral_Omentum Adrenal_Gland Artery_Aorta Artery_Coronary Artery_Tibial Bladder Brain_Amygdala Brain_Anterior_cingulate_cortex_BA24 Brain_Caudate_basal_ganglia Brain_Cerebellar_Hemisphere Brain_Cerebellum Brain_Cortex Brain_Frontal_Cortex_BA9 Brain_Hippocampus Brain_Hypothalamus Brain_Nucleus_accumbens_basal_ganglia Brain_Putamen_basal_ganglia Brain_Spinal_cord_cervical_c-1 Brain_Substantia_nigra Breast_Mammary_Tissue Cells_Cultured_fibroblasts Cells_EBV-transformed_lymphocytes Cervix_Ectocervix Cervix_Endocervix Colon_Sigmoid Colon_Transverse Colon_Transverse_Mixed_Cell Colon_Transverse_Mucosa Colon_Transverse_Muscularis Esophagus_Gastroesophageal_Junction Esophagus_Mucosa Esophagus_Muscularis Fallopian_Tube Heart_Atrial_Appendage Heart_Left_Ventricle Kidney_Cortex Kidney_Medulla Liver Liver_Hepatocyte Liver_Mixed_Cell Liver_Portal_Tract Lung Minor_Salivary_Gland Muscle_Skeletal Nerve_Tibial Ovary Pancreas Pancreas_Acini Pancreas_Islets Pancreas_Mixed_Cell Pituitary Prostate Skin_Not_Sun_Exposed_Suprapubic Skin_Sun_Exposed_Lower_leg Small_Intestine_Terminal_Ileum Small_Intestine_Terminal_Ileum_Lymphode_Aggregate Small_Intestine_Terminal_Ileum_Mixed_Cell Spleen Stomach Stomach_Mixed_Cell Stomach_Mucosa Stomach_Muscularis Testis Thyroid Uterus Vagina Whole_Blood 
RBM20 2.68615 1.09698 0.089944 13.6556 13.1506 1.52757 2.28398 0.253262 0.369479 1.40348 0.230222 0.368182 0.565044 0.530284 0.381592 0.434688 1.41454 0.868384 0.262913 0.302334 1.26611 0.0406065 0.411934 2.65527 2.12381 7.89134 2.48736 1.40346 0.496496 5.61732 1.51741 7.03088 4.01054 3.38265 25.4438 29.5755 0.618286 0.856678 0.0620085 0.025277 0.025098 0.950123 1.10835 1.30457 9.34199 0.949031 5.25525 10.019 21.211 3.01244 11.4104 3.23806 1.91356 1.69403 1.6878 0.919059 0.371631 0.623209 0.296216 1.26439 1.47571 1.45677 1.46042 1.8482 2.34882 5.68373 5.9262 0.027211 
PDCD4-AS1 3.99942 4.17577 2.91327 2.90048 3.08489 2.0262 4.75015 0.979457 1.02245 1.11947 1.46316 1.51388 1.0195 0.938592 0.86719 1.51267 1.42278 0.931771 1.52519 1.38639 4.13617 3.90434 12.2978 6.38481 7.27266 4.82541 6.39105 7.62442 8.16147 5.93658 2.76999 5.24567 3.01438 6.16033 0.906667 0.463316 1.81078 2.84153 1.28955 1.22796 1.4533 5.05406 5.55532 4.84604 0.317757 3.53954 7.00427 4.70383 4.91414 7.76485 4.66876 9.43887 6.02585 3.90381 3.66703 9.10742 28.9772 11.3268 14.8689 2.9671 2.90654 3.08832 2.47872 11.5684 11.8654 8.17263 5.66462 16.2359 
ENSG00000232470 1.06808 0.711303 0.466484 0.523319 0.655318 0.399299 1.27953 0.100521 0.109907 0.146616 0.403734 0.546156 0.207521 0.130445 0.092798 0.203482 0.17572 0.0857545 0.16604 0.132398 1.08083 0.853954 3.74365 1.88418 2.04158 1.23473 1.39327 1.37666 1.33395 1.98014 0.801034 0.862191 0.800995 1.71756 0.205233 0.12046 0.252522 0.34805 0.216969 0.086186 0 1.89003 1.43046 1.53142 0 1.04536 1.82664 2.56264 2.51227 2.00754 2.47371 2.6527 1.30777 1.02867 1.10367 2.32844 7.93661 3.44719 3.23143 0.963439 0.867994 0.676736 0.620881 4.57503 2.90163 2.51769 1.36802 1.06607 
PDCD4 82.0381 64.011 28.1029 48.0607 48.1971 38.1485 74.0591 14.2703 13.539 15.6157 32.1849 29.2801 14.7262 15.5645 15.2763 21.4518 17.5951 12.705 25.9598 17.954 105.36 54.9792 188.828 123.614 85.6021 67.6593 110.459 181.913 188.096 70.6495 48.4233 162.327 49.2378 86.3642 18.1788 11.0215 11.9857 27.8937 16.5449 21.6177 24.7063 71.1487 50.1129 137.786 7.56333 69.0069 156.887 285.643 287.348 155.558 241.549 85.6704 78.9877 224.01 210.152 176.723 230.185 159.809 92.4225 110.988 149.855 151.114 31.6642 51.2113 174.06 116.24 135.566 24.1088 
BBIP1 8.58924 6.72887 6.91593 9.08469 9.02597 9.02398 9.15453 4.89921 5.14359 5.90461 13.7266 14.7512 5.75824 6.27258 5.20569 6.34756 5.88251 4.93227 9.9511 6.34317 8.2853 8.11409 9.26142 9.77662 13.7476 8.41911 6.22074 4.63274 4.15255 7.21032 8.16319 3.99402 8.02204 12.5022 3.91119 2.68344 4.522 8.82223 2.57742 2.61971 2.30625 9.25521 8.32723 6.00737 2.31006 13.4962 15.7157 4.8592 4.78523 6.87989 4.36509 12.9654 10.648 6.21281 6.02045 8.22904 16.0036 8.9528 9.26803 6.2887 6.05879 4.17874 7.43529 27.4273 14.7535 14.4375 8.26033 2.88079 
ENSG00000278601 1.98183 1.333 0.843119 2.09015 1.884 1.89796 2.50583 0.826939 0.926958 0.976954 5.62122 6.06105 1.22515 1.0601 0.822413 1.14473 1.1238 0.770131 1.02698 0.683041 2.28181 1.01274 1.89668 1.9791 4.34364 2.86721 2.31119 1.78216 2.72922 2.98488 2.13469 1.21374 1.97989 4.0007 0.669374 0.396493 0.566718 0.660997 0.482111 0.348939 0.263183 2.30323 1.98607 1.88234 0.348201 3.504 5.23686 3.49204 9.35149 4.72086 4.83871 3.80814 2.79763 3.21573 2.75479 3.37864 7.23288 2.85415 2.63139 2.35116 3.5592 3.32615 1.65206 2.79307 6.76778 5.22445 2.41772 0.61951 
ENSG00000270589 2.0869 1.3435 0.909968 2.56304 2.22792 2.36851 3.0593 0.624245 0.69712 0.742944 10.5526 9.35188 0.913774 0.846357 0.667665 0.884071 0.923252 0.522265 1.02229 0.718515 2.3213 1.04206 1.92734 2.85727 5.05851 3.86071 3.07519 2.87316 5.0863 4.88539 2.48246 1.51607 2.29225 3.91759 0.723613 0.413518 0.545006 0.827051 0.641671 0.716824 0.427059 4.05209 2.41609 2.10236 0.396882 3.1468 4.30307 3.56052 11.8451 7.47924 5.90541 3.36069 3.57768 5.07657 4.5796 4.28943 12.6436 6.09904 4.0831 2.94241 6.03463 5.22976 1.82477 1.22467 8.12209 5.68777 2.89624 1.42271 
SHOC2 17.0899 13.1891 6.58291 13.6276 13.3876 17.4449 10.4343 5.60807 7.99262 5.7478 13.2624 9.17152 6.27056 11.0885 5.217 8.80633 6.61143 4.41005 5.58035 6.13234 13.0078 17.8983 26.5924 10.8231 12.458 11.4443 8.84912 8.93042 7.16088 8.01138 10.5436 10.3815 11.3526 11.6813 4.86145 3.60556 4.03985 5.12988 3.71929 3.44787 3.73322 10.7287 11.4097 8.2036 7.02134 14.3488 11.2374 3.45413 2.59355 8.70459 2.96209 10.7784 9.22981 10.5493 10.9722 9.95337 11.1248 9.56195 9.17307 6.31698 5.91729 3.53901 8.69659 18.3531 12.7277 14.0247 12.3049 9.44086 
ADRA2A 90.5018 39.4449 1.93771 3.81979 7.5962 12.1148 24.6799 1.43382 2.9347 0.563227 9.30582 12.3521 4.963 4.73827 1.28331 6.17038 0.532985 0.315295 0.966501 1.7224 56.0668 0.112174 0.037653 67.203 64.9992 6.80464 9.45125 11.3763 10.7638 3.86546 4.13141 3.20439 3.68004 9.48925 1.59131 0.576185 2.01882 6.90308 0.557761 0.097692 0.362764 25.7471 7.04799 9.65631 0.591042 23.2722 38.7685 17.8611 14.748 18.5575 18.452 3.27183 11.8678 10.4507 18.2581 6.90075 2.08826 6.94896 13.6758 2.1909 1.64064 0.47413 2.42617 12.4629 19.1721 12.9724 38.7726 0.152392 
GPAM 87.1764 77.1746 36.7334 4.67164 8.75132 4.45484 4.68014 8.85212 7.19469 10.96 5.53292 6.19908 7.22885 6.32715 4.2769 4.07063 11.775 8.66715 3.25675 5.36913 30.6268 13.942 4.75946 3.23264 5.66275 3.90784 3.40496 3.73519 2.18345 3.11499 4.24867 2.27308 3.80429 4.84675 2.98396 2.67289 1.79828 2.45648 37.9292 23.0002 20.6864 7.12123 3.32897 4.72254 3.22271 8.66541 5.52947 1.82848 1.65685 2.07545 1.86457 2.61799 3.2786 2.29826 2.48334 3.6617 3.54013 3.38453 3.41765 3.75807 3.59668 2.68677 2.58735 8.13734 10.4442 6.27865 3.09894 0.280795 
ACSL5 29.3658 34.3747 4.37269 6.58949 12.0787 5.45023 25.8876 3.67786 3.82876 4.81835 3.29055 3.75978 5.03894 4.40158 4.91657 5.64341 3.38903 4.84202 8.24593 7.28391 26.9996 2.38985 49.3418 10.6575 12.5301 7.14616 70.7317 126.602 135.428 12.8732 8.13597 7.5694 7.91706 23.3979 5.48747 4.2424 5.92648 9.14526 44.1605 75.4766 87.7268 41.872 45.3213 7.33257 1.94568 12.6438 18.5197 2.24662 1.67184 1.77627 2.36887 3.47163 15.7665 4.44366 4.62396 114.874 49.2716 185.473 36.3817 17.0171 22.4246 21.7873 4.8799 19.3288 14.5792 13.9839 11.9051 11.8295 
ZDHHC6 21.0854 16.5578 13.8786 18.4936 18.9126 17.8934 20.1437 5.8644 6.61543 6.8371 12.5684 11.9939 7.70581 8.803 6.13058 7.5555 7.01782 5.96444 9.67586 7.29011 21.1517 25.7052 26.7358 23.7178 29.4552 17.6859 18.5972 17.7181 19.6706 18.125 16.3387 17.51 14.9826 25.6913 7.53885 5.16278 25.5202 21.6779 7.95911 9.47735 8.68871 29.5745 22.4216 20.3246 5.5076 29.9322 32.0432 7.65413 9.92398 12.233 8.78604 16.1471 22.65 16.7204 17.41 27.1772 50.5804 28.4935 26.5632 15.8086 17.8805 14.6659 17.6954 16.0675 27.9225 27.9938 22.5537 7.92993 
VTI1A 6.81929 5.58408 3.67286 5.47885 5.41822 5.70711 4.79462 1.84583 2.29605 1.79519 4.14486 3.71246 2.36298 2.86025 1.8911 2.35305 2.01809 1.55422 3.01198 2.10997 6.02662 8.93779 10.1781 5.86839 4.91081 4.22795 4.4271 4.91152 4.76862 3.86808 4.13336 6.20763 4.3866 5.19129 2.39344 1.64871 3.65991 3.95291 1.57816 1.72518 1.9335 5.49432 6.9693 4.73676 3.15144 6.23656 4.59979 1.77084 1.6607 2.75184 1.697 3.73282 4.95089 6.38894 6.53611 5.53357 8.92799 6.45672 6.13967 3.46027 3.30993 2.40069 3.48409 5.52234 6.35471 5.56149 6.01565 4.99243 
ENSG00000260917 5.70557 4.11996 3.80834 6.31973 6.45832 7.92482 6.61549 8.29098 10.9831 5.83302 14.2674 13.7303 10.2059 11.8199 7.0312 8.26377 8.1999 5.11396 8.26767 6.46641 4.91496 5.29652 4.7808 4.67399 5.80034 8.06807 5.26298 4.78678 4.0228 6.82583 7.78579 3.82751 9.00064 5.99111 3.30629 2.74377 5.21381 4.69202 1.01511 0.964466 0.597803 6.66477 6.25137 3.74321 4.08071 9.22669 5.10691 1.90668 2.06822 3.78061 1.88536 6.69604 5.25678 4.91773 4.97883 6.23621 12.3487 6.94768 6.37451 4.39974 4.86561 3.44389 6.29428 3.99722 6.48308 6.90969 4.98207 2.34305 
TCF7L2 33.8422 21.8134 8.55748 30.6452 26.0933 39.2302 16.4448 4.35892 5.35246 4.80057 3.51499 4.9079 6.42017 6.52869 3.34892 5.93624 5.96089 4.02586 3.88559 4.23861 30.2527 15.5895 0.364243 15.0439 29.0073 20.8518 21.4739 23.392 26.3601 17.6648 14.9994 9.27737 13.5053 24.6723 6.3718 3.24308 5.21714 10.8414 9.57562 9.99667 7.85874 16.9055 19.1001 14.3946 3.33622 24.6052 30.3379 4.84836 5.65921 5.89254 4.32409 11.7606 17.3882 15.3808 19.4367 17.5111 5.46291 12.6046 20.0946 12.9605 10.8808 7.84193 17.8003 10.2017 20.068 36.7339 17.8084 2.60133 
ENSG00000286289 5.03995 2.14833 0.060524 17.9172 9.38238 8.5203 1.02918 0.12892 0.086639 0.175371 0 0 0.097118 0.088448 0.217778 0.166941 0.115033 0.0843855 0.170852 0.124371 4.34905 0.072826 0 0.660411 1.44873 0.762948 0.479565 0.243763 0.103654 0.334245 1.31326 0.250435 1.43981 1.68475 0.493704 0.0896685 0.07549 0.042038 0 0 0 0.512623 5.41995 1.03195 0.150374 2.11265 3.29279 0.0896995 0.115802 0.082003 0.103583 0.499156 0.828823 1.26991 1.71251 0.62329 0.248535 0.627983 0.040581 0.343856 0.377997 0.123591 0.525774 0.556283 2.89509 2.48558 0.647637 0 
HABP2 0.0297625 0.024435 0.015725 0.122623 0.073747 0.097634 0.016389 0.032176 0.163881 0.029402 0 0 0.55347 0.465916 0.028073 0.021809 0.033528 0.0364 0 0.030644 0.044638 0 0 0.053298 0.094959 0.019643 0.02368 0.038603 0 0 0.017375 0.031334 0.014304 0.147043 0.122582 0.174787 8.30965 2.48025 120.589 152.569 164.18 65.0498 0.107642 0.024818 0.261333 0.02473 0.029129 6.08509 4.00502 2.37778 5.45207 0.150482 0.095535 0.013524 0.0158515 0.08202 0.038733 0.195771 0.023705 2.35676 2.5417 2.87209 0.0097315 0.361434 0.029911 0.058641 0.031826 0.012821 
NRAP 0.260489 0.250857 0.080135 0.256057 0.341855 0.349895 0.073891 0.258477 0.463861 0.38078 0.09554 0.191388 0.510994 0.422557 0.222728 0.179334 0.311849 0.401066 0.114294 0.158394 0.204655 0.0612625 0.069534 0.08307 0.058427 0.246546 0.301328 0.214041 0.38095 0.080767 0.221869 0.090984 0.230716 0.069685 132.453 277.604 0.126463 0.148147 0.712404 0.656149 0.431529 0.651864 0.24826 1.44054 1303.67 0.333635 0.11552 0.135373 0.05613 0.01321 0.071248 0.611345 0.248679 0.34471 0.379865 0.142714 0.047663 0.0613505 0.057306 0.224471 0.122047 0.108934 0 1.65655 0.183281 0.133024 0.199522 0.150476 
CASP7 27.5976 25.4878 9.71491 15.9145 18.6822 15.4956 19.2183 4.93585 4.54957 5.26551 1.87188 2.66939 4.46363 4.38622 3.76026 3.2367 4.91049 4.8307 3.3999 3.76398 24.5717 23.3011 27.3628 22.9144 22.5285 17.8106 36.2702 78.1942 68.3753 18.0164 14.444 14.4102 14.0495 21.197 6.02181 4.19728 10.18 16.2985 10.0022 8.94403 9.2487 22.2928 32.276 19.4956 7.12894 24.4436 16.2641 10.4189 9.80546 8.03905 9.95308 9.1377 22.3677 17.5885 16.3302 35.0369 16.2091 41.5913 18.8457 18.8611 20.7644 16.8402 10.3822 6.16263 16.4604 23.4062 23.826 3.24433 
PLEKHS1 0.0427855 0.046847 0.01913 0.0679505 0.0651815 0.058448 0.218498 0.007913 0.013788 0.0077765 0 0.0075995 0.0543215 0.051954 0.007822 0.008606 0.008361 0.0040345 0.00776 0 5.64914 0.0129165 0.037295 0.105357 0.769933 0.111599 1.10059 2.78123 2.75609 0.470824 0.025247 0.0456735 0.027452 2.08813 0.016612 0.0097495 0.188611 0.61724 0.026907 0.031083 0.04273 0.479298 1.17931 30.8959 0.026661 0.0704755 0.026906 9.33962 8.505 1.68343 8.01319 0.053368 3.91883 0.525497 0.736481 14.7287 0.908875 14.3308 0.08898 0.17005 0.175578 0.223525 0.023281 2.1303 0.0562655 0.040088 0.032002 0.014204 
DCLRE1A 3.4312 3.36826 7.06248 4.28136 4.85261 3.73524 6.13924 4.38105 6.19488 5.51662 10.221 9.12514 7.29191 8.40402 3.81647 5.15134 6.36126 4.83094 5.10144 4.2929 4.00596 9.11485 21.543 4.95338 5.86474 6.1485 5.12184 6.08112 4.62774 5.1429 6.16315 4.81616 6.60611 5.86579 2.72227 2.52488 3.32636 5.44714 4.97703 6.4629 8.25393 6.91674 5.95081 5.55812 3.23768 5.18566 5.92646 4.5636 4.34837 8.41163 5.10668 8.05316 7.6937 4.14201 3.99788 5.87966 6.59751 6.85365 6.10083 5.2133 6.71171 5.47034 3.9323 8.49843 6.06464 5.38249 5.17834 0.787032 
NHLRC2 12.3655 9.96788 9.21694 11.4814 12.9717 12.3248 12.9897 2.72977 2.89106 3.35635 10.1819 9.46415 3.71418 3.68606 2.73265 3.23452 3.51041 2.67252 4.42989 3.06942 12.0086 9.39026 15.5826 13.1509 16.3389 13.4294 9.3664 6.1589 6.0422 8.21924 13.5975 7.64179 13.2801 14.5475 11.3 9.46416 4.42225 5.59776 5.2875 4.11749 3.57951 12.572 14.793 11.603 8.66873 16.9693 17.3946 5.77973 5.2161 8.0324 4.34162 11.5589 15.3348 10.7528 10.9201 11.6305 12.8496 8.54669 11.7611 9.03065 7.68789 5.7043 7.97533 8.20098 15.3936 17.3464 14.0583 1.24259 
ADRB1 1.90819 5.20421 0.13335 0.156654 2.10959 0.098328 0.86541 3.81797 6.58911 6.64978 0.898761 1.43137 11.2638 10.9119 2.92811 2.12394 12.6935 5.85127 0.717388 2.81223 2.14567 0.013389 0.677785 0.133855 0.151431 3.35958 1.90389 1.33895 0.768064 3.0368 3.23446 0.659205 4.52973 0.200748 13.8312 13.4517 0.917745 0.775102 0.181882 0.055866 0.101816 2.79423 22.7828 0.33912 0.116082 0.205556 0.128698 0.488115 0.550624 1.30199 0.444875 0.289208 5.61302 0.578197 0.484582 2.87347 1.4862 1.94452 2.45402 0.88762 0.887688 0.831412 0.232154 1.189 1.05033 0.147101 0.26929 0.096655 
CCDC186 7.76015 6.60584 4.71122 8.0431 8.34662 7.88811 6.43098 2.02904 2.68741 2.34026 11.6714 10.8926 3.49046 3.95769 2.40037 3.81812 2.47029 1.89961 4.03729 2.58154 9.24064 6.59061 8.33121 10.1771 8.69205 7.16761 7.90401 8.33133 7.10416 5.42704 7.12997 10.0737 6.86329 9.45335 4.52449 2.98776 4.13421 6.60439 2.45649 1.59282 1.44404 8.78313 11.5615 12.3787 4.47003 8.40797 9.79712 7.82115 6.71065 11.1101 5.2522 12.2188 11.082 15.2519 13.1367 10.3014 8.61934 7.86576 8.55348 9.75753 10.9342 10.1096 3.71625 13.6108 12.4692 10.7646 12.2184 2.8311 
VWA2 0.639035 0.461027 0.042853 0.213531 0.355241 0.242108 1.17368 0.863624 0.863085 0.910244 1.96479 2.24517 1.15771 0.950324 0.953687 1.01716 0.680734 0.825336 1.52493 1.32018 3.16528 0.023671 0.035743 3.35226 2.36964 0.645647 0.814966 0.515935 0.527584 0.301777 0.56768 2.7568 0.512442 1.96041 0.106989 0.065177 0.36606 1.81501 0.0604885 0.016701 0.028522 6.47309 2.98795 3.5963 0.104323 5.60293 0.811632 2.41393 2.18223 1.27185 2.00095 1.20922 6.5772 7.71157 6.04783 1.4719 0.231525 1.25601 2.29314 11.6307 12.9105 12.0149 0.390542 2.7831 3.38067 1.82597 3.62023 0.01005 
AFAP1L2 11.5051 8.54533 1.75464 7.8372 11.7985 7.72972 10.417 10.4983 11.1778 7.87458 35.2262 33.4325 12.5548 12.8998 9.4976 11.3179 6.75901 6.73019 8.9317 10.6183 16.7148 0.098715 2.01763 32.2316 49.2697 18.5079 9.94685 5.2733 3.25427 8.28644 16.4176 13.0671 14.1914 34.6068 3.0667 2.0041 9.75239 25.9008 0.751943 0.315306 0.433551 5.20666 9.16365 5.76974 1.31704 150.899 23.7121 6.92706 7.55479 1.75372 6.29255 3.58526 19.1342 12.3776 11.3109 8.44827 6.35256 5.59192 93.2347 5.58364 4.90048 2.24602 13.2502 3.20115 135.742 43.6413 29.5334 0.352704 
ABLIM1 100.288 70.1664 105.717 28.3992 39.0527 21.3638 58.8521 29.6318 41.6524 34.5804 447.006 383.265 42.3653 43.3364 25.5896 30.1358 44.257 32.3473 31.3404 29.9911 83.2024 1.59509 19.7259 95.101 49.6606 35.9481 36.8132 31.6674 28.4601 22.4812 66.0622 190.331 64.1349 57.5431 121.743 164.599 28.7561 46.7204 13.7818 16.7356 13.8062 55.5933 60.1529 79.2344 42.1711 88.9471 243.427 12.4184 11.1212 55.4813 12.9065 35.0486 26.8529 112.452 112.11 40.2768 43.45 34.4354 15.4789 46.0102 43.778 37.3743 22.6947 43.3031 117.513 66.6465 126.936 5.57305 
FHIP2A 28.3538 19.8241 17.2572 28.2293 26.3552 25.8047 20.2091 4.0342 5.58416 6.18144 15.14 13.6732 6.19374 7.81463 4.25509 5.33714 7.56884 4.75761 4.57142 3.96405 22.7414 26.4862 21.03 20.0585 27.8993 20.1451 12.1355 9.71376 7.91015 17.7103 22.9748 9.47037 22.4985 25.9869 9.21068 7.09362 4.79096 7.10026 10.7888 9.80014 8.5878 20.471 23.6108 13.3363 13.5723 27.4707 27.9877 5.87587 6.5266 10.5851 5.79919 14.3376 16.5388 13.8659 15.1446 17.154 25.8229 14.3986 18.7813 12.1975 11.5778 8.48929 15.3181 21.1297 25.2905 36.0479 20.1355 8.94839 
TRUB1 8.35401 7.73754 24.5241 8.54838 8.78725 8.09676 7.4396 7.18478 10.3918 6.60943 11.788 7.23535 6.57154 14.0532 6.4997 9.02798 8.61511 4.90521 7.41275 5.29719 8.4254 19.4076 20.813 9.13878 10.3431 7.54004 7.2621 5.79356 5.22789 5.44435 6.41085 8.72744 6.83399 9.31663 4.57164 3.98548 5.07048 5.90439 4.26906 4.04221 4.21425 7.36702 6.32069 9.18514 3.93972 9.5801 15.186 3.26685 2.48869 8.46717 2.56435 10.1642 8.55458 6.78352 6.96453 6.92398 8.10696 6.33954 6.96198 5.79484 5.03054 4.03006 3.77267 16.7827 10.9322 13.8134 10.4968 0.742848 
ATRNL1 0.0629815 0.369043 7.65505 10.6669 2.80168 0.679209 0.460369 4.93109 11.1719 4.08714 0.867657 2.11634 17.5092 24.5439 4.78428 3.53733 4.80633 3.12149 1.32451 1.87709 0.220789 0.0444235 0.166 0.498591 0.476499 1.26491 1.49111 0.897319 0.0424435 5.61608 0.450632 0.253708 0.803025 1.09121 0.203964 0.071587 0.630111 3.4367 0.223744 0.11171 0.135171 0.0474725 0.069886 0.339809 0.555514 0.0403605 10.0129 0.272087 0.267486 6.32055 0.321674 5.05542 2.05621 0.091578 0.077273 0.644209 0.922044 0.494048 0.163208 0.14064 0.162992 0.025604 0.530163 6.5554 0.47418 7.41128 0.735729 0.007006 
GFRA1 18.6824 16.0454 0.946404 5.38556 9.32917 5.28854 13.2 5.38891 5.93291 14.0765 0.804258 1.34158 4.69019 5.40873 3.42551 7.39767 15.3712 7.86315 2.19067 6.01144 21.0275 1.94468 0.018334 14.568 10.9845 32.1661 11.2035 4.65752 0.803684 14.8914 20.1221 5.47484 17.8574 48.9855 3.73194 1.24575 2.62098 4.77058 7.45893 9.8933 12.8344 3.05013 4.92342 8.24793 2.91768 39.8261 5.50829 1.18566 0.561875 0.597078 0.98708 4.58689 6.87788 10.0168 9.32866 9.52659 8.83125 8.15141 2.97757 5.52479 6.55881 1.39475 23.0771 4.89735 5.45526 9.8351 14.9119 0.024231 
PNLIP 0.254619 0.723596 2.29783 1.11758 0.866587 0.25717 0.120052 0.022 0.052491 0.029652 0.462353 2.29779 0.1235 0.037262 0.038125 0.051587 0 0.0325585 0.041478 0 0.446504 0.477119 0.612894 1.19959 1.12428 0.444694 1.13036 0 0 0 0.533723 2.25277 1.01956 1.19944 0.255174 0.250109 1.19542 0.116609 2.3961 4.09363 6.07708 5.75127 0.765193 1.17811 0.113661 0.459309 3.92208 30306.8 21885.9 5212.48 26481.1 2.34102 1.88632 0.514055 0.293414 2.13948 0 0 3.67145 2.21325 0 0 0 2.19193 0.955729 3.4559 1.59091 0.159015 
PNLIPRP1 0.0321825 0.053184 0.206699 0.112266 0.066209 0.022434 0 0 0.009439 0.0078025 0.036817 0.17606 0.012304 0 0 0.011689 0.008384 0 0 0 0.034615 0.0352255 0.027738 0.0252805 0.082518 0.060326 0.212465 0.123051 0.232103 0.013255 0.04546 0.190852 0.081532 0.145101 0.017962 0.0158135 0.08316 0.081988 0.152738 0.632429 0.761527 0.478173 0.071097 0.078214 0 0.046477 0.3063 2756.77 3330.96 903.126 2777.12 0.253747 0.112774 0.038074 0.0268485 0.246111 0.018271 0.05261 0.325039 0.199309 0 0.010375 0 0.422644 0.098566 0.241913 0.161392 0 
PNLIPRP2 0.089972 0.117451 0.294624 0.156058 0.236425 0.06684 0.044018 0.036686 0.064693 0.018806 0.049389 0.297213 0.0382315 0.041934 0.02873 0.118911 0 0.0202005 0.046048 0.063464 0.106107 0.0461465 0.041224 0.178091 0.094029 0.31283 1.92878 3.52997 5.56006 0.312596 0.22151 0.309308 0.269205 0.353317 0.063016 0.0334635 0.134577 0.163097 0.273862 0.662664 1.21765 0.936394 0.102593 0.112934 0.024026 3.51585 0.622267 4085.43 4634.49 1142.42 3956.97 0.262408 0.292477 0.123322 0.0803655 14.4078 0.8147 26.6166 0.523313 2.34484 3.11701 2.61226 0.0474125 1.1703 0.149791 0.361375 0.269262 0 
C10orf82 0.195416 0.628367 2.13776 0.105192 0.579257 0.182385 0.970905 0.465072 0.792005 0.266317 0.438249 0.947201 0.627331 0.676422 0.340985 3.33225 0.382684 0.205181 0.313527 0.437136 0.666706 0.0268575 0 0.738886 1.09013 2.15569 1.14302 0.512058 0.799854 1.77169 2.38547 0.234532 2.44369 0.875435 0.547866 0.0979295 0.583354 1.54668 0.026897 0 0 0.499421 0.104606 0.35019 0.018658 26.6722 6.30687 0.563712 1.87592 0.409441 1.15617 3.1458 1.85423 0.586009 0.560606 0.897344 0.050608 0.641034 0.437021 0.464925 0.423948 0.203725 1.71992 163.706 4.04326 0.210668 1.45983 0 
HSPA12A 9.0067 10.1203 13.0871 5.80255 6.86814 5.0991 6.83325 8.02802 12.6755 11.1462 13.344 13.4647 22.0144 25.2455 9.83377 11.4743 13.3508 9.44189 7.10384 8.36079 6.30412 3.73031 1.11415 9.16263 10.7754 8.74446 4.25325 2.55425 1.67108 6.57843 9.9636 2.0118 9.84779 14.0077 3.59589 2.15499 7.17183 10.2466 0.876315 0.701663 0.779111 4.11558 3.14213 3.14281 1.45359 76.9431 18.3617 1.80758 1.53352 2.96313 1.63936 12.6913 5.6398 5.16147 5.93042 4.14111 5.62887 3.46375 3.52873 2.36795 2.10842 1.14182 5.47305 8.01077 12.3435 10.2706 7.75147 0.049387 
SHTN1 7.97889 6.4137 13.0223 11.03 7.36155 5.84459 4.80695 65.6333 31.9699 42.3426 27.8721 24.8411 31.6067 43.5078 77.4101 56.4749 31.8583 62.5861 152.593 97.8678 9.47145 5.13571 0.194016 8.81792 8.71336 4.79962 8.18558 10.0414 10.9446 3.58658 4.76232 9.56512 4.48911 9.67074 3.24841 1.04787 7.77832 8.86093 12.1925 13.6448 12.4403 19.9781 16.8609 19.2731 0.376393 11.4353 16.3544 12.5077 12.9819 23.1635 10.8314 42.9839 13.3684 17.5028 18.701 8.04683 3.18048 7.24185 8.16685 10.2466 11.1952 9.8562 2.64003 23.0859 23.317 9.37498 10.1386 2.13118 
SLC18A2 1.98916 1.28616 0.281084 0.672305 0.696556 0.413049 3.32098 0.039094 0.048538 0.0493905 0.177684 0.237747 0.0596975 0.064688 0.057554 1.00967 0.05341 0.0497455 0.0642065 1.2329 1.05642 0.141948 0.125213 19.9613 1.98073 1.0292 1.35571 0.979059 0.757306 1.31062 2.88365 1.21173 2.93185 1.20629 0.209714 0.109966 0.140832 0.097586 0.215303 0.13479 0.163623 1.10865 5.41737 1.3343 0.16819 1.29499 7.25686 1.20383 0.281585 49.5138 1.17085 0.223675 3.04002 3.60771 3.69644 2.44789 0.700824 1.59707 0.282142 3.34925 2.18601 1.78393 1.21424 1.46717 0.179448 2.26831 7.53659 0.239161 
